track_num,start,end,speaker,category,phrase,in_liner_notes
9,3:30,3:35,jack,imtd,La-la-la-la-la-la-lost but I miss those days,no
10,0:01,0:02,jack,misc,She puts on a black dress,yes
10,0:04,0:05,jack,clean,I clean my glasses and phone,yes
10,0:09,0:11,jack,misc,Frankie says its worthless,yes
10,0:12,0:15,jack,home,To stop and build a home,
10,0:16,0:20,jack,misc,But as for me I've waited longer than I've been clear,yes
10,0:21,0:24,jack,clean,And I can't keep it clean anymore,yes
10,0:26,0:29,jack,misc,Since nothing has changed me quite like you,yes
10,0:35,0:38,jack,misc,"No, nothing has changed me quite like you",yes
10,0:47,0:50,jack,misc,I left my house on Friday,yes
10,0:52,0:53,jack,sunday,Sunday begging please,yes
10,0:55,0:59,jack,misc,I've challenged all my best friends,yes
10,1:00,1:03,jack,misc,I've challenged them to leave,yes
10,1:03,1:07,jack,misc,But as for me I've waited longer than I've been clear,yes
10,1:07,1:10,jack,alone,And I can't be alone anymore,yes
10,1:12,1:16,jack,misc,Since nothing has changed me quite like you,yes
10,1:21,1:24,jack,misc,"No, nothing has changed me quite like you",yes
10,1:27,1:36,jack,thunder,Will it feel like thunder when the long drive's over?,yes
10,1:37,1:41,jack,walk,I will walk in silence with you,yes
10,1:44,1:51,jack,misc,"Yes, I will wander in silence with you",yes
10,1:53,2:01,jack,misc,"Yes, I will wander in silence with you",no
10,2:01,2:03,jack,misc,Cause nothing's really changed me,no
10,2:06,2:07,jack,misc,Nothing like you,no
10,2:10,2:12,jack,misc,"No, nothing, nothing, nothing",no
10,2:13,2:13,backup,misc,Nothing,no
10,2:15,2:15,jack,niu,Nothing is you,yes
11,0:23,0:27,jack,light,I got one light and dim for another,yes
11,0:28,0:30,jack,misc,Why wait a minute to tell her I love her?,typo
11,0:30,0:32,jack,misc,I'm waiting on the side of the road tonight,yes
11,0:33,0:36,jack,misc,The stars are out but she's burning brighter,yes
11,0:37,0:39,jack,misc,And these nights are never the same,yes
11,0:40,0:42,jack,alone,At the bus stop alone but it never came,yes
11,0:43,0:45,jack,misc,I'm waiting on the side of the road tonight,yes
11,0:46,0:48,jack,misc,The stars are out but you're burning brighter,sorta
11,1:00,1:03,jack,dream,"I got one dream, been hurting me forever",yes
11,1:04,1:07,jack,misc,Why wait a minute to tell her I'm better,yes
11,1:08,1:10,jack,misc,I'm waiting on the side of the road tonight,yes
11,1:11,1:12,jack,misc,The stars are out but she's burning brighter,yes
11,1:13,1:15,jack,misc,And these nights are never the same,yes
11,1:17,1:19,jack,alone,I'm at the bus stop alone but it never came,yes
11,1:20,1:22,jack,misc,I'm waiting on the side of the road tonight,yes
11,1:23,1:26,jack,misc,The stars are out but she's burning brighter,yes
11,1:27,1:29,jack,thunder,Rolling thunder,yes
11,1:29,1:32,jack,bed,"had cursed my bedroom, hey",yes
11,1:35,1:39,backup,misc,"Hey, hey, hey",no
11,1:39,1:49,jack,dream,"I wanna get free from your world, from your bad dream",yes
11,1:51,2:01,jack,misc,"I wanna get lost, but there's still so much I'd like to say",yes
11,2:03,2:08,jack,misc,"Hey, there's still so much I'd like to say",no
11,2:09,2:14,jack,misc,"Hey, there's still so much I'd like to say",no
11,2:16,2:17,backup,misc,Hey,no
11,2:21,2:22,backup,misc,Hey,no
11,2:27,2:29,backup,misc,Hey,no
11,2:34,2:35,backup,misc,Hey,no
11,2:40,2:41,backup,misc,Hey,no
11,2:54,2:56,jack,goodbye,Goodbye to the friends I had,yes
11,2:57,2:59,jack,goodbye,Goodbye to my upstairs neighbor,yes
11,3:00,3:02,jack,goodbye,Goodbye to the kids downstairs,no
11,3:03,3:06,jack,favor,And everybody who lent me a favor,yes
11,3:06,3:10,camilla,misc,I want more and more and it feels very strange,no
11,3:07,3:12,jack,goodbye,Goodbye to the dream I had where I thought that I could save us,no
11,3:14,3:16,jack,goodbye,Goodbye to the kids I'd have,no
11,3:15,3:17,camilla,home,I've gotta get myself back home soon,no
11,3:17,3:19,jack,favor,Everybody who lent me a favor,yes
11,3:21,3:23,camilla,grateful,"I wanna be grateful, I, I wanna be grateful",no
11,3:23,3:24,camilla,misc,Everybody is looking for someone to love,no
11,3:25,3:29,camilla,misc,"I feel like I'm building something here, like a family, like a normal family",no
11,3:30,3:31,camilla,misc,You know that they're out there,no
11,3:31,3:36,camilla,misc,And I feel like I'm missing more and more every time and it feels very strange,no
11,3:38,3:41,camilla,misc,And every time I go back it gets harder because I get older,no
11,3:42,3:44,camilla,misc,"You've changed, you, you've changed, you, you've changed",no
11,3:46,3:48,camilla,home,I'm trying to get myself back home,no
11,3:48,3:50,camilla,home,I've gotta get myself back home soon,yes
12,0:16,0:16,jack,misc,Gone now,yes
12,0:18,0:20,jack,misc,Thinking what's gone now,yes
12,0:21,0:23,jack,walk,Like a part of me walked out,yes
12,0:25,0:27,jack,stranger,And I know I've been a stranger lately,yes
12,0:35,0:37,jack,walk,I walk to the pawn shop,yes
12,0:38,0:40,jack,misc,Now I'm at the pawn shop,yes
12,0:41,0:43,jack,misc,Got you a ring and a wristwatch,sorta
12,0:45,0:47,jack,stranger,Because I know I've been a stranger lately,yes
12,0:56,0:58,jack,walk,I've been walking circles,yes
12,0:59,1:01,jack,sunday,Lost on Sunday morning,yes
12,1:02,1:05,jack,home,Tryna find my way back home,yes
12,1:05,1:08,jack,stranger,’Cause I know I've been a stranger lately,yes
12,1:08,1:10,jack,stranger,I've been a stranger lately,yes
12,1:10,1:12,jack,stranger,I know I've been a stranger lately,yes
12,1:17,1:19,jack,misc,Everybody passing,yes
12,1:20,1:21,jack,misc,Can't make out their faces,typo
12,1:22,1:24,jack,home,Tryna to find a way back home,yes
12,1:25,1:27,jack,stranger,’Cause I know I've been a stranger lately,yes
12,1:28,1:30,jack,stranger,I've been a stranger lately,yes
12,1:31,1:33,jack,stranger,I know I've been a stranger lately,yes
12,1:38,1:40,jack,misc,Gonna fight tonight,yes
12,1:41,1:43,jack,misc,"We're gonna fight tonight, oh",yes
12,1:45,1:48,jack,stranger,But you can be a stranger sometimes,yes
12,1:49,1:52,jack,misc,"Oh yeah, you know, you know",sorta
12,1:53,1:55,jack,misc,"You know it's true, you know it's true, oh",sorta
12,1:57,1:58,jack,misc,At the carwash,yes
12,1:59,2:01,jack,misc,"Oh, I'm at the carwash",yes
12,2:02,2:03,jack,clean,Gotta get cleaned off,sorta
12,2:05,2:08,jack,misc,’Cause I've been so wasted lately,yes
12,2:17,2:19,jack,walk,I've been walking circles,no
12,2:20,2:22,jack,sunday,Lost on Sunday morning,no
12,2:22,2:25,jack,home,Trying to find my way back home,no
12,2:26,2:28,jack,stranger,’Cause I know I've been a stranger lately,no
12,2:29,2:31,jack,stranger,I've been a stranger lately,no
12,2:31,2:33,jack,stranger,I know I've been a stranger lately,no
12,2:37,2:39,jack,misc,Everybody passing,no
12,2:40,2:42,jack,misc,Can't make out their faces,no
12,2:43,2:46,jack,home,Tryna find a way back home,no
12,2:46,2:49,jack,stranger,’Cause I know I've been a stranger lately,no
12,2:49,2:51,jack,stranger,I've been a stranger lately,no
12,2:52,2:54,jack,stranger,I know I've been a stranger lately,no
12,2:57,3:00,jack,goodbye,So I say goodbye to the friends I had,sorta
12,3:01,3:03,jack,goodbye,Goodbye to my upstairs neighbor,yes
12,3:03,3:05,jack,goodbye,Goodbye to the dream downstairs,yes
12,3:06,3:08,jack,favor,And anybody who lent me a favor,yes
12,3:08,3:10,jack,goodbye,Goodbye to the way we talk,yes
12,3:11,3:13,jack,goodbye,"Goodbye to the things we bought, yeah",yes
12,3:14,3:17,jack,misc,You should know that I loved you all,yes
12,3:19,3:20,jack,misc,I loved you all,no
12,3:21,3:22,jack,misc,I loved you all,no
12,3:24,3:25,jack,misc,I loved you all,no
12,3:29,3:30,jack,misc,I loved you all,no
12,3:32,3:33,jack,misc,I loved you all,no
