album_title,artist,album_id,date,color,title,Track Number,track_num_scaled,rating_rel,rating_abs,comments
Actor,St Vincent,2,5/4/2009,#ffaa72,Laughing With A Mouth Of Blood,6,0.5,4,8,"<p>""Laughing With A Mouth Of Blood"" was one of the first tracks on <i>Actor</i> that grabbed my attention and wouldn't leave my mind after I listened to it for the first time. It's hard to say what exactly the song is about, but it captures a specific feeling that I was feeling a lot of at that moment in my life.</p>"
Actor,St Vincent,2,5/4/2009,#ffaa72,Marrow,7,0.6,1,5,
Actor,St Vincent,2,5/4/2009,#ffaa72,The Bed,8,0.7,1,3,
Actor,St Vincent,2,5/4/2009,#ffaa72,The Party,9,0.8,3,6,
Actor,St Vincent,2,5/4/2009,#ffaa72,Just The Same But Brand New,10,0.9,4,8,
Actor,St Vincent,2,5/4/2009,#ffaa72,The Sequel,11,1,1,3,
Sprained Ankle,Julien Baker,23,10/23/2015,#7eacc9,Blacktop,1,0,3,4,
Sprained Ankle,Julien Baker,23,10/23/2015,#7eacc9,Sprained Ankle,2,0.125,3,5,
Sprained Ankle,Julien Baker,23,10/23/2015,#7eacc9,Brittle Boned,3,0.25,3,4,
Sprained Ankle,Julien Baker,23,10/23/2015,#7eacc9,Everybody Does,4,0.375,3,9,
Sprained Ankle,Julien Baker,23,10/23/2015,#7eacc9,Good News,5,0.5,3,5,
Sprained Ankle,Julien Baker,23,10/23/2015,#7eacc9,Something,6,0.625,3,6,
Sprained Ankle,Julien Baker,23,10/23/2015,#7eacc9,Rejoice,7,0.75,4,10,
Sprained Ankle,Julien Baker,23,10/23/2015,#7eacc9,Vessels,8,0.875,0,5,
Sprained Ankle,Julien Baker,23,10/23/2015,#7eacc9,Go Home,9,1,0,5,
Be The Cowboy,Mitski,26,8/17/2018,#df998d,Geyser,1,0,3,7,
Be The Cowboy,Mitski,26,8/17/2018,#df998d,Why Didn't You Stop Me?,2,0.076923077,3,7,
Be The Cowboy,Mitski,26,8/17/2018,#df998d,Old Friend,3,0.153846154,1,4,
Be The Cowboy,Mitski,26,8/17/2018,#df998d,A Pearl,4,0.230769231,3,6,
Be The Cowboy,Mitski,26,8/17/2018,#df998d,Lonesome Love,5,0.307692308,3,5,
Be The Cowboy,Mitski,26,8/17/2018,#df998d,Remember My Name,6,0.384615385,4,8,
Be The Cowboy,Mitski,26,8/17/2018,#df998d,Me and My Husband,7,0.461538462,2,3,
Be The Cowboy,Mitski,26,8/17/2018,#df998d,Come into the Water,8,0.538461538,1,3,
Be The Cowboy,Mitski,26,8/17/2018,#df998d,Nobody,9,0.615384615,4,8,
Be The Cowboy,Mitski,26,8/17/2018,#df998d,Pink in the Night,10,0.692307692,2,3,
Be The Cowboy,Mitski,26,8/17/2018,#df998d,A Horse Named Cold Air,11,0.769230769,2,3,
Be The Cowboy,Mitski,26,8/17/2018,#df998d,Washing Machine Heart,12,0.846153846,3,7,
Be The Cowboy,Mitski,26,8/17/2018,#df998d,Blue Light,13,0.923076923,2,3,
Be The Cowboy,Mitski,26,8/17/2018,#df998d,Two Slow Dancers,14,1,2,6,
Lust For Life,Lana Del Rey,24,7/21/2017, #982323,Love,1,0,4,9,
Lust For Life,Lana Del Rey,24,7/21/2017, #982323,Lust For Life,2,0.066666667,3,8,
Lust For Life,Lana Del Rey,24,7/21/2017, #982323,13 Beaches,3,0.133333333,4,8,
Lust For Life,Lana Del Rey,24,7/21/2017, #982323,Cherry,4,0.2,2,5,
Lust For Life,Lana Del Rey,24,7/21/2017, #982323,White Mustang,5,0.266666667,2,5,
Lust For Life,Lana Del Rey,24,7/21/2017, #982323,Summer Bummer,6,0.333333333,2,5,
Lust For Life,Lana Del Rey,24,7/21/2017, #982323,Groupie Love,7,0.4,2,6,
Lust For Life,Lana Del Rey,24,7/21/2017, #982323,In My Feelings,8,0.466666667,3,8,
Lust For Life,Lana Del Rey,24,7/21/2017, #982323,Coachella - Woodstock In My Mind,9,0.533333333,2,5,
Lust For Life,Lana Del Rey,24,7/21/2017, #982323,God Bless America - And All The Beautiful Women In It,10,0.6,2,7,
Lust For Life,Lana Del Rey,24,7/21/2017, #982323,When The World Was At War We Kept Dancing,11,0.666666667,2,6,
Lust For Life,Lana Del Rey,24,7/21/2017, #982323,Beautiful People Beautiful Problems,12,0.733333333,3,7,
Lust For Life,Lana Del Rey,24,7/21/2017, #982323,Tomorrow Never Came,13,0.8,2,5,
Lust For Life,Lana Del Rey,24,7/21/2017, #982323,Heroin,14,0.866666667,2,5,
Lust For Life,Lana Del Rey,24,7/21/2017, #982323,Change,15,0.933333333,2,7,
Lust For Life,Lana Del Rey,24,7/21/2017, #982323,Get Free,16,1,2,7,
Ultraviolence,Lana Del Rey,25,6/13/2014,#79868a,Cruel World,1,0,3,6,
Ultraviolence,Lana Del Rey,25,6/13/2014,#79868a,Ultraviolence,2,0.1,3,7,
Ultraviolence,Lana Del Rey,25,6/13/2014,#79868a,Shades Of Cool,3,0.2,3,7,
Ultraviolence,Lana Del Rey,25,6/13/2014,#79868a,Brooklyn Baby,4,0.3,3,7,
Ultraviolence,Lana Del Rey,25,6/13/2014,#79868a,West Coast,5,0.4,3,7,
Ultraviolence,Lana Del Rey,25,6/13/2014,#79868a,Sad Girl,6,0.5,3,6,
Ultraviolence,Lana Del Rey,25,6/13/2014,#79868a,Pretty When You Cry,7,0.6,3,7,
Ultraviolence,Lana Del Rey,25,6/13/2014,#79868a,Money Power Glory,8,0.7,3,8,
Ultraviolence,Lana Del Rey,25,6/13/2014,#79868a,Fucked My Way Up To The Top,9,0.8,3,7,
Ultraviolence,Lana Del Rey,25,6/13/2014,#79868a,Old Money,10,0.9,4,9,
Ultraviolence,Lana Del Rey,25,6/13/2014,#79868a,The Other Woman,11,1,3,7,
Born To Die,Lana Del Rey,27,1/27/2012,#74a8eb,Born To Die,1,0,3,7,
Born To Die,Lana Del Rey,27,1/27/2012,#74a8eb,Off To The Races,2,0.090909091,2,6,
Born To Die,Lana Del Rey,27,1/27/2012,#74a8eb,Blue Jeans,3,0.181818182,3,7,
Born To Die,Lana Del Rey,27,1/27/2012,#74a8eb,Video Games,4,0.272727273,4,9,
Born To Die,Lana Del Rey,27,1/27/2012,#74a8eb,Diet Mountain Dew,5,0.363636364,2,6,
Born To Die,Lana Del Rey,27,1/27/2012,#74a8eb,National Anthem,6,0.454545455,2,4,
Born To Die,Lana Del Rey,27,1/27/2012,#74a8eb,Dark Paradise,7,0.545454545,3,5,
Born To Die,Lana Del Rey,27,1/27/2012,#74a8eb,Radio,8,0.636363636,2,4,
Born To Die,Lana Del Rey,27,1/27/2012,#74a8eb,Carmen,9,0.727272727,2,4,
Born To Die,Lana Del Rey,27,1/27/2012,#74a8eb,Million Dollar Man,10,0.818181818,3,6,
Born To Die,Lana Del Rey,27,1/27/2012,#74a8eb,Summertime Sadness,11,0.909090909,4,8,
Born To Die,Lana Del Rey,27,1/27/2012,#74a8eb,This Is What Makes Us Girls,12,1,2,4,
